RegionName,State,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
Douglas ,WI,149900.0,149900.0,144900.0,140450.0,139900.0,144900.0,149950.0,157500.0,159900.0,157500.0,159900.0,149900.0,151000.0,149900.0,153900.0,147900.0,145000.0,149500.0,144000.0,147500.0,149500.0,142450.0,139900.0,144900.0,145000.0,149949.5,147000.0,149900.0,149900.0,149900.0,146900.0,148900.0,146450.0,148400.0,135000.0,128950.0,130000.0,127500.0,129900.0,139500.0,137900.0,146450.0,149900.0,145000.0,142900.0,144500.0,146250.0,149900.0,147500.0,149900.0,145000.0,156750.0,169900.0,163900.0,158500.0,154000.0,149900.0,150000.0,154000.0,147500.0,149900.0,145000.0,140000.0,150000.0,151500.0,149900.0,149900.0,152000.0,152000.0,151000.0,156000.0,149900.0,147250.0,150000.0,150000.0,159900.0,164900.0,163700.0,164000.0,159000.0,158000.0,157500.0,159450.0,156000.0,154000.0,153250.0,159900.0,165000.0,170000.0,170000.0,169250.0,164900.0,159900.0,159450.0,155000.0,149900.0,149250.0,158500.0,148000.0,159900.0,165000.0,169900.0,165000.0,164900.0,159900.0,159900.0,159000.0,150000.0,148500.0,162500.0,165000.0,165000.0,169000.0,172000.0,167450.0,169900.0,169900.0
Juneau ,WI,129900.0,130000.0,132900.0,133900.0,129900.0,129900.0,129900.0,129921.0,132000.0,134450.0,129900.0,129660.5,124910.5,124900.0,121000.0,119900.0,124900.0,124900.0,119950.0,124900.0,121421.0,119450.0,119900.0,119900.0,120000.0,119900.0,119910.5,129900.0,124900.0,129900.0,124900.0,119900.0,119900.0,119900.0,119900.0,116400.0,111410.5,104900.0,104900.0,99900.0,109900.0,109910.5,109400.0,119200.0,115900.0,109900.0,110000.0,105400.0,105900.0,107450.0,110000.0,125000.0,124900.0,124900.0,123700.0,119900.0,119900.0,119500.0,117500.0,114700.0,115250.0,110000.0,115250.0,117000.0,119680.0,119000.0,118450.0,113700.0,117000.0,114900.0,114900.0,119000.0,119900.0,119900.0,124900.0,127400.0,129900.0,124900.0,119900.0,119900.0,119500.0,117687.0,114900.0,117687.0,117900.0,119950.0,125900.0,125000.0,128344.0,125000.0,129900.0,124950.0,129900.0,138633.0,138400.0,137650.0,147500.0,135000.0,136000.0,145500.0,149900.0,149900.0,149900.0,149900.0,149900.0,143500.0,138499.5,129900.0,135000.0,137900.0,144900.0,143886.0,144900.0,149900.0,157900.0,154950.0,149950.0
Dunn ,WI,,,,,,,,,,,,,,,,159900.0,159900.0,159900.0,155450.0,151737.5,149950.0,150000.0,149900.0,149900.0,139900.0,134950.0,140000.0,149900.0,149900.0,149000.0,142900.0,141400.0,144900.0,139700.0,139900.0,144450.0,133450.0,129900.0,144450.0,149900.0,156200.0,156850.0,149900.0,149900.0,149900.0,149400.0,149900.0,143950.0,139900.0,139900.0,142000.0,149200.0,154500.0,154900.0,155200.0,159450.0,164900.0,163450.0,165000.0,149900.0,143000.0,149450.0,149900.0,156250.0,157750.0,158450.0,159000.0,155000.0,150000.0,149900.0,145000.0,144900.0,144900.0,139900.0,149900.0,155000.0,163500.0,164950.0,164900.0,159900.0,155000.0,154950.0,157450.0,158000.0,159000.0,164900.0,169900.0,174900.0,179900.0,190075.0,192900.0,189000.0,189250.0,191400.0,193330.0,187950.0,182475.0,175000.0,169900.0,174950.0,179900.0,177150.0,169950.0,171000.0,169950.0,169900.0,168000.0,166500.0,169000.0,169900.0,174900.0,175450.0,179900.0,195000.0,185900.0,184900.0,189000.0
Ozaukee ,WI,265000.0,269900.0,266250.0,269000.0,264900.0,267000.0,261950.0,262500.0,249900.0,249900.0,247700.0,245000.0,244900.0,234000.0,229950.0,241950.0,239900.0,239000.0,229900.0,239900.0,239900.0,239900.0,239450.0,238950.0,229900.0,239500.0,239900.0,244900.0,239900.0,235000.0,239900.0,234950.0,225000.0,224900.0,229900.0,219900.0,219900.0,229900.0,229950.0,239000.0,235000.0,235000.0,239900.0,239900.0,234900.0,239900.0,244900.0,239900.0,239900.0,247650.0,249900.0,259900.0,254950.0,263950.0,259900.0,259900.0,269900.0,274150.0,278950.0,274900.0,270000.0,269950.0,274900.0,282449.5,290000.0,299900.0,298900.0,299500.0,299900.0,299900.0,329450.0,308000.0,312000.0,324900.0,319000.0,322200.0,324770.0,325000.0,314900.0,322450.0,314495.0,310290.0,308900.0,299900.0,309000.0,307945.0,314999.0,320645.0,325000.0,319900.0,349900.0,336950.0,339900.0,337450.0,339900.0,339000.0,338450.0,345900.0,349900.0,345900.0,349900.0,349900.0,349000.0,345000.0,339900.0,339000.0,339950.0,370000.0,380000.0,389000.0,399000.0,379900.0,370000.0,373700.0,395000.0,382125.0,369950.0
Green Lake ,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182450.0,179000.0,209900.0,209900.0,185000.0,199000.0,199900.0,209000.0,215000.0,229000.0,229250.0,239900.0,243700.0,237250.0,223900.0
Door ,WI,259900.0,249900.0,249900.0,249900.0,249900.0,255900.0,261500.0,263500.0,259900.0,259900.0,259900.0,249900.0,249900.0,239000.0,240000.0,249850.0,259900.0,252000.0,249900.0,249500.0,248900.0,249250.0,249900.0,249000.0,249950.0,243450.0,244900.0,229900.0,239000.0,239900.0,249900.0,259900.0,259000.0,249900.0,249950.0,249900.0,259000.0,254900.0,249900.0,250000.0,263500.0,259900.0,269000.0,259900.0,258400.0,268000.0,256900.0,249900.0,245950.0,239000.0,239000.0,249500.0,248500.0,260000.0,259000.0,256900.0,257900.0,259000.0,259000.0,258900.0,249900.0,249900.0,249900.0,254900.0,254450.0,249900.0,249900.0,249900.0,249900.0,249900.0,249900.0,250000.0,250000.0,249950.0,259000.0,249900.0,249500.0,250000.0,249900.0,254450.0,255000.0,259900.0,264900.0,259000.0,249900.0,249900.0,249900.0,249900.0,259900.0,259900.0,259900.0,258500.0,256250.0,259900.0,259900.0,264900.0,261950.0,259900.0,249900.0,255000.0,259000.0,274950.0,275000.0,275000.0,279900.0,278500.0,269900.0,260000.0,264900.0,264900.0,265000.0,274900.0,279900.0,285000.0,289900.0,299450.0,299900.0
Marathon ,WI,143900.0,147550.0,147900.0,146900.0,144950.0,144400.0,145900.0,147450.0,142900.0,139900.0,139900.0,134900.0,134900.0,134900.0,139900.0,139500.0,138900.0,139500.0,139800.0,134900.0,134900.0,133250.0,132000.0,129900.0,129250.0,129900.0,129900.0,132250.0,132000.0,134900.0,135000.0,134900.0,134000.0,133450.0,130000.0,129500.0,129000.0,128900.0,129900.0,129900.0,132900.0,129900.0,129900.0,129900.0,129900.0,129400.0,128900.0,124900.0,120000.0,119900.0,122900.0,124900.0,129900.0,129900.0,132900.0,134900.0,134900.0,133150.0,130000.0,134900.0,129900.0,130000.0,134900.0,137700.0,137900.0,134900.0,134000.0,139900.0,137900.0,130000.0,117700.0,114900.0,115000.0,119900.0,120000.0,129900.0,139900.0,142900.0,139900.0,139900.0,136750.0,139400.0,139900.0,131950.0,120000.0,132900.0,140000.0,149900.0,149900.0,149900.0,149900.0,149900.0,147900.0,154900.0,150000.0,144900.0,159900.0,165000.0,169900.0,174900.0,174900.0,178000.0,176250.0,169900.0,169900.0,168000.0,169900.0,169900.0,174500.0,173500.0,169900.0,169900.0,179000.0,178900.0,176500.0,179000.0,169900.0
Washington ,WI,209900.0,205000.0,201950.0,204900.0,209000.0,207950.0,204900.0,214400.0,209900.0,204990.0,194900.0,192795.0,189900.0,189900.0,189900.0,189900.0,189700.0,188450.0,188250.0,185000.0,179900.0,179900.0,174900.0,174500.0,169900.0,169900.0,169900.0,169900.0,174900.0,172000.0,172000.0,170000.0,169900.0,174900.0,169900.0,169500.0,179900.0,181900.0,185900.0,186900.0,188500.0,194900.0,194900.0,195000.0,194900.0,193858.0,194900.0,185900.0,181000.0,179900.0,184900.0,189900.0,199900.0,204250.0,209900.0,214950.0,218000.0,211950.0,205000.0,200000.0,197500.0,199900.0,199900.0,206900.0,209900.0,214900.0,225000.0,225000.0,229900.0,233900.0,229900.0,223900.0,214999.0,208450.0,214950.0,224950.0,219900.0,224490.0,252390.0,254950.0,255495.0,259090.0,258390.0,261040.0,264950.0,264900.0,262999.5,248450.0,259900.0,264900.0,254900.0,254500.0,245000.0,257450.0,255900.0,254500.0,264000.0,261200.0,264900.0,267900.0,269000.0,269900.0,269450.0,260760.0,255000.0,259900.0,256000.0,259900.0,264400.0,264900.0,284900.0,276500.0,279450.0,285000.0,289000.0,284900.0,287900.0
Buffalo ,WI,113400.0,116950.0,123000.0,121000.0,134900.0,116500.0,113400.0,123000.0,109900.0,128950.0,137000.0,134900.0,139900.0,154450.0,147200.0,144900.0,150000.0,150000.0,142900.0,138000.0,149950.0,134900.0,129900.0,114900.0,111900.0,125950.0,125000.0,119950.0,139900.0,139900.0,150000.0,156950.0,151950.0,149900.0,149000.0,149000.0,149000.0,126900.0,128900.0,140000.0,147450.0,151400.0,149900.0,139900.0,138000.0,139900.0,144950.0,144900.0,149900.0,141450.0,129900.0,129900.0,139900.0,137950.0,134500.0,129900.0,129900.0,129900.0,137900.0,133700.0,129900.0,129900.0,129900.0,137500.0,132500.0,135000.0,134900.0,132000.0,134900.0,133450.0,139900.0,134900.0,136200.0,149400.0,149400.0,149000.0,159900.0,157400.0,159950.0,167500.0,164400.0,164900.0,159900.0,159900.0,159900.0,154900.0,159000.0,159900.0,164900.0,155000.0,147450.0,145999.5,142450.0,144900.0,144900.0,144900.0,144900.0,146500.0,137450.0,136950.0,129900.0,129900.0,137000.0,136200.0,129900.0,142250.0,135900.0,135400.0,132450.0,144900.0,132400.0,136000.0,138450.0,129900.0,137000.0,139950.0,149950.0
Marinette ,WI,142750.0,139450.0,139000.0,139900.0,130000.0,119900.0,120000.0,123250.0,124700.0,124900.0,124900.0,114900.0,109900.0,114900.0,117500.0,119700.0,129000.0,129900.0,125900.0,125000.0,124700.0,119000.0,115000.0,115000.0,109900.0,109000.0,99950.0,99900.0,99900.0,99500.0,99500.0,99900.0,99900.0,104950.0,99900.0,96950.0,99900.0,105000.0,99900.0,105000.0,109900.0,104500.0,105000.0,109350.0,110000.0,115000.0,114900.0,109900.0,110000.0,105000.0,109800.0,109350.0,110000.0,111950.0,114400.0,112900.0,115900.0,114900.0,109900.0,111450.0,109900.0,104900.0,109000.0,109900.0,118450.0,116000.0,115000.0,127700.0,129900.0,129900.0,129900.0,124900.0,114900.0,100000.0,109900.0,111500.0,114950.0,119500.0,118900.0,118400.0,124350.0,119900.0,123900.0,121950.0,119000.0,115000.0,115000.0,119900.0,124900.0,128000.0,129900.0,128500.0,128450.0,129000.0,125000.0,125000.0,125000.0,126000.0,129900.0,129450.0,130000.0,127500.0,124900.0,125000.0,127750.0,124950.0,126250.0,124900.0,124900.0,128900.0,129900.0,129900.0,128150.0,128200.0,129400.0,129900.0,129900.0
Adams ,WI,169000.0,169000.0,169450.0,169900.0,169900.0,169900.0,169000.0,164950.0,164900.0,159900.0,159900.0,159900.0,163000.0,169000.0,165000.0,159900.0,159900.0,157250.0,151000.0,149950.0,149900.0,154900.0,149900.0,144900.0,144900.0,144900.0,144900.0,149000.0,145000.0,144900.0,143900.0,143900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139000.0,139900.0,138700.0,139000.0,139900.0,139000.0,134900.0,137000.0,134900.0,138900.0,139900.0,139900.0,139900.0,134900.0,135300.0,134900.0,125000.0,128500.0,129900.0,129900.0,125250.0,128750.0,129900.0,124900.0,129900.0,125000.0,129900.0,129900.0,129900.0,129900.0,129900.0,124900.0,134900.0,134900.0,139900.0,139900.0,143900.0,145000.0,145000.0,145000.0,144900.0,145700.0,139900.0,136000.0,145000.0,144450.0,139900.0,139900.0,147000.0,150000.0,149900.0,150000.0,154990.0,149450.0,148750.0,149000.0,149900.0,149900.0,139900.0,149900.0,135500.0,134900.0,130000.0,137500.0,134900.0,129900.0,129000.0,129450.0,129900.0,118087.5,122400.0,129450.0,134900.0,139900.0,140000.0,144450.0,141250.0,144950.0,140000.0
Saint Croix ,WI,196950.0,199900.0,190000.0,195000.0,189900.0,184900.0,184900.0,182950.0,179900.0,179900.0,175000.0,169900.0,162400.0,167900.0,169900.0,173900.0,179000.0,179900.0,174949.5,179000.0,179900.0,174999.0,172900.0,169900.0,169900.0,169900.0,174900.0,179500.0,185000.0,188500.0,181150.0,180000.0,180000.0,179900.0,179350.0,179900.0,189450.0,190000.0,192500.0,195000.0,193900.0,195000.0,199950.0,208500.0,209450.0,198950.0,199000.0,198500.0,198750.0,197000.0,199900.0,199900.0,214900.0,230000.0,235000.0,239900.0,249900.0,239900.0,240000.0,244950.0,247750.0,249900.0,249900.0,249900.0,259900.0,259900.0,264900.0,265000.0,275700.0,260000.0,269900.0,270000.0,270000.0,234950.0,231000.0,234900.0,239900.0,245000.0,253000.0,249900.0,245000.0,250000.0,259900.0,259450.0,259900.0,259900.0,259900.0,264950.0,259000.0,259900.0,270000.0,275000.0,279900.0,279900.0,289900.0,289900.0,289000.0,295000.0,295000.0,303495.0,300000.0,300000.0,310000.0,315000.0,320000.0,310450.0,309450.0,307400.0,316250.0,300000.0,325000.0,324900.0,319900.0,314900.0,310000.0,299900.0,299900.0
Forest ,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900.0,161950.0,157900.0,157450.0,154900.0,163450.0,157000.0,154950.0,149950.0,149000.0,149000.0,147900.0,144900.0,144900.0,144500.0,144500.0,159950.0,162450.0,162450.0,169900.0,167450.0,169900.0,169900.0,167450.0,169900.0,169900.0,165000.0,165000.0,159900.0,159900.0,164950.0,161912.5,159000.0,155000.0,149900.0,149900.0,145450.0,148500.0,149900.0,142450.0,149900.0,152450.0,148500.0,155000.0,149950.0,149900.0,149900.0,139450.0,134450.0,129900.0,138950.0,138400.0,136900.0,129900.0,129950.0,139900.0,139900.0,138400.0,138400.0,129950.0,132500.0,130900.0,132200.0,142950.0,142950.0,142950.0,157650.0,153900.0,159900.0,149250.0,134900.0
Oneida ,WI,219500.0,219500.0,200000.0,199900.0,209900.0,221950.0,209900.0,209900.0,209900.0,214000.0,210000.0,209000.0,199999.5,199000.0,210000.0,214000.0,211250.0,199900.0,199000.0,197750.0,190000.0,188900.0,184900.0,175000.0,169900.0,169900.0,178000.0,168900.0,169000.0,169900.0,169000.0,164900.0,164900.0,159900.0,149500.0,145950.0,163600.0,159900.0,164500.0,169900.0,182000.0,195000.0,194500.0,178500.0,179000.0,174900.0,174900.0,169000.0,169500.0,169900.0,179000.0,179900.0,189900.0,197700.0,199000.0,199000.0,199000.0,195000.0,189250.0,184950.0,186750.0,188600.0,182000.0,195000.0,190000.0,199900.0,199900.0,199900.0,199000.0,197400.0,185000.0,189900.0,189900.0,189900.0,196000.0,199000.0,199000.0,195000.0,194700.0,198450.0,198000.0,193000.0,189900.0,189000.0,189000.0,187000.0,194949.5,210000.0,219500.0,219900.0,224500.0,224900.0,219950.0,218850.0,214950.0,213900.0,207000.0,199900.0,199000.0,199999.0,216175.0,218700.0,209250.0,205950.0,214950.0,219900.0,219000.0,219000.0,212350.0,199900.0,209000.0,214950.0,219000.0,219900.0,219900.0,199900.0,199900.0
Fond du Lac ,WI,139900.0,139900.0,145000.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,143900.0,136900.0,133650.0,134900.0,135900.0,139000.0,139700.0,134900.0,138900.0,139900.0,138700.0,139900.0,138800.0,139900.0,139662.5,134900.0,130500.0,130000.0,129900.0,128700.0,129900.0,129900.0,129900.0,129550.0,124900.0,120700.0,124000.0,127750.0,124900.0,129900.0,132250.0,139900.0,139900.0,134900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,131000.0,133300.0,134900.0,129900.0,128750.0,129900.0,129500.0,126400.0,124400.0,122000.0,124900.0,125000.0,127900.0,128900.0,125500.0,124900.0,119900.0,119900.0,122200.0,122950.0,123900.0,119900.0,119000.0,123900.0,124900.0,126900.0,129900.0,129900.0,129995.0,129900.0,129000.0,123250.0,121900.0,119900.0,118000.0,129000.0,134900.0,138950.0,139900.0,142200.0,139900.0,139900.0,144400.0,139900.0,139900.0,139900.0,145950.0,139900.0,139900.0,145900.0,149900.0,150000.0,150000.0,150000.0,144900.0,139900.0,135000.0,132400.0,134900.0,143400.0,149900.0,155400.0,144900.0,139900.0,148450.0,152500.0
Sheboygan ,WI,169900.0,164900.0,161400.0,159900.0,157000.0,158000.0,159900.0,159650.0,155000.0,154900.0,154900.0,149900.0,149900.0,150000.0,150000.0,149000.0,149900.0,150000.0,150000.0,149900.0,154900.0,154900.0,149900.0,143950.0,139900.0,139900.0,144900.0,143900.0,145200.0,148250.0,149900.0,149825.0,149900.0,147500.0,144900.0,143950.0,149900.0,146700.0,144900.0,144900.0,141500.0,144900.0,141500.0,139900.0,139900.0,139900.0,139900.0,139900.0,137500.0,139900.0,140000.0,144950.0,139900.0,139900.0,140800.0,139900.0,139900.0,139900.0,141900.0,141800.0,139900.0,139850.0,139900.0,145700.0,149900.0,159900.0,159900.0,159000.0,157450.0,159000.0,159900.0,158000.0,149900.0,149900.0,147000.0,140900.0,144700.0,149900.0,149450.0,149900.0,147900.0,145000.0,145000.0,144950.0,141450.0,149900.0,149900.0,158500.0,159900.0,167900.0,166750.0,179900.0,182900.0,193950.0,194900.0,189900.0,189900.0,179900.0,185000.0,186450.0,189900.0,189900.0,199900.0,199900.0,194700.0,189900.0,189900.0,189900.0,183900.0,183200.0,186450.0,189900.0,189900.0,189900.0,189900.0,199000.0,189900.0
Polk ,WI,154900.0,156000.0,159900.0,165000.0,164200.0,164900.0,169000.0,169000.0,169900.0,169000.0,165000.0,149950.0,149000.0,146000.0,149900.0,154900.0,159900.0,172400.0,169900.0,169900.0,169900.0,169900.0,160000.0,155000.0,149400.0,143400.0,149900.0,155000.0,154900.0,149900.0,149500.0,139900.0,139900.0,139900.0,141900.0,136700.0,133450.0,135900.0,139000.0,149900.0,159900.0,159900.0,160000.0,159900.0,159900.0,159900.0,154900.0,149900.0,155000.0,149999.0,162500.0,169900.0,179000.0,179900.0,179400.0,174900.0,170900.0,169900.0,163450.0,158500.0,154900.0,159900.0,159900.0,170900.0,179900.0,179900.0,179900.0,189900.0,199000.0,189900.0,190000.0,185000.0,177750.0,172250.0,175000.0,183950.0,189900.0,187000.0,180000.0,179900.0,179900.0,174900.0,169950.0,164900.0,164900.0,166250.0,175000.0,179900.0,185000.0,189000.0,189900.0,189900.0,189900.0,189350.0,189900.0,189125.0,175000.0,181700.0,179900.0,197900.0,219900.0,209900.0,207900.0,216500.0,199900.0,199949.5,199900.0,207400.0,217000.0,219900.0,224900.0,225000.0,225000.0,225000.0,219700.0,219950.0,215000.0
Clark ,WI,99900.0,104900.0,99900.0,99900.0,109900.0,115900.0,115900.0,114900.0,115750.0,118950.0,118900.0,109900.0,115000.0,99000.0,113700.0,118900.0,119950.0,128900.0,119900.0,114900.0,110000.0,114900.0,115000.0,110000.0,105000.0,107500.0,109500.0,114900.0,119900.0,121250.0,119900.0,118200.0,114900.0,110000.0,110900.0,105000.0,99900.0,99900.0,99900.0,102400.0,119900.0,124950.0,119900.0,114900.0,113500.0,111750.0,110000.0,105400.0,102500.0,100000.0,104900.0,114500.0,124900.0,119900.0,118450.0,117500.0,110000.0,119500.0,122450.0,119000.0,117900.0,116450.0,119000.0,114900.0,113000.0,114900.0,114900.0,114950.0,114900.0,114900.0,114900.0,109450.0,103700.0,99900.0,103900.0,109900.0,113450.0,117200.0,109900.0,114900.0,109950.0,110000.0,109900.0,104900.0,104900.0,104900.0,112500.0,118000.0,112250.0,112000.0,110000.0,109900.0,104750.0,98500.0,104500.0,95000.0,99900.0,94950.0,109500.0,119000.0,123447.5,132250.0,125000.0,123500.0,119900.0,112500.0,109900.0,109000.0,113250.0,115000.0,112000.0,127500.0,122000.0,119700.0,119900.0,125950.0,129000.0
Walworth ,WI,254000.0,249999.5,249900.0,249900.0,249900.0,250000.0,254900.0,257990.0,249000.0,239900.0,239500.0,229250.0,219900.0,225000.0,224900.0,225000.0,225900.0,225325.0,219900.0,219500.0,219900.0,219000.0,219000.0,209900.0,200000.0,199950.0,199900.0,204000.0,214900.0,209950.0,209000.0,209000.0,214900.0,208000.0,200000.0,199900.0,199900.0,200000.0,210000.0,215000.0,219000.0,219500.0,218500.0,219500.0,219900.0,220000.0,219900.0,219000.0,209900.0,209000.0,219000.0,219000.0,222750.0,224000.0,219000.0,224000.0,219900.0,220450.0,224900.0,218500.0,218000.0,214900.0,214900.0,214900.0,219000.0,219250.0,215000.0,215000.0,219000.0,223500.0,220000.0,216500.0,219900.0,225000.0,229000.0,229000.0,219900.0,220000.0,239900.0,251590.0,249095.0,249900.0,251090.0,254540.0,249900.0,252340.0,249900.0,250000.0,250390.0,259900.0,249900.0,250000.0,256445.0,259900.0,259900.0,256990.0,257500.0,259900.0,259950.0,259450.0,264900.0,262000.0,269000.0,274000.0,279000.0,278990.0,279900.0,279000.0,279000.0,274950.0,275000.0,279900.0,297995.0,299000.0,299900.0,299000.0,299500.0
Sawyer ,WI,249000.0,249900.0,249000.0,249000.0,249600.0,249800.0,249250.0,259000.0,259000.0,267250.0,265250.0,247000.0,236250.0,229450.0,229900.0,242500.0,249775.0,243000.0,235000.0,235000.0,229950.0,230000.0,229000.0,219900.0,199900.0,210000.0,210000.0,219000.0,215000.0,215000.0,215000.0,210000.0,209900.0,211950.0,199500.0,199500.0,199900.0,199500.0,199900.0,209500.0,214900.0,218000.0,219000.0,218000.0,219900.0,229000.0,209900.0,199900.0,199000.0,199900.0,199900.0,199250.0,210000.0,199900.0,199000.0,199900.0,199000.0,199900.0,199900.0,192200.0,189900.0,199900.0,199900.0,199900.0,209000.0,210000.0,210000.0,213450.0,214900.0,218250.0,215000.0,199900.0,199000.0,199000.0,205000.0,214900.0,214700.0,217500.0,219000.0,218500.0,220000.0,219900.0,219900.0,213450.0,199000.0,199900.0,199900.0,214950.0,225000.0,229900.0,234900.0,239900.0,239900.0,239900.0,239900.0,239900.0,235000.0,214900.0,219900.0,229900.0,236400.0,239000.0,234400.0,229900.0,225000.0,229900.0,225000.0,219000.0,219000.0,220000.0,224900.0,224750.0,229900.0,239450.0,239000.0,240000.0,244900.0
Waupaca ,WI,138000.0,138000.0,139900.0,143400.0,148000.0,149250.0,149900.0,149900.0,144900.0,139950.0,159000.0,142400.0,139900.0,149900.0,149000.0,149900.0,149500.0,149900.0,149500.0,149250.0,149900.0,144925.0,139900.0,139900.0,139900.0,134900.0,139000.0,139900.0,139900.0,134900.0,129900.0,134900.0,139000.0,137200.0,134899.0,129950.0,134450.0,129900.0,129900.0,129900.0,134900.0,135000.0,139900.0,139500.0,137500.0,139000.0,130000.0,129900.0,129900.0,124900.0,124900.0,125000.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129700.0,129900.0,134000.0,135000.0,139000.0,139900.0,139900.0,139900.0,138450.0,129900.0,129900.0,128500.0,125000.0,125850.0,129000.0,127950.0,129000.0,134700.0,137700.0,144900.0,138000.0,137950.0,139900.0,137700.0,129450.0,126450.0,129500.0,129900.0,137500.0,142900.0,140000.0,139900.0,139900.0,141450.0,139900.0,139500.0,137500.0,139900.0,140000.0,149900.0,150000.0,149900.0,149900.0,144900.0,149900.0,145222.0,139900.0,139900.0,139900.0,141950.0,143900.0,149900.0,149900.0,150000.0,150000.0,159000.0,159900.0,167000.0
Winnebago ,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000.0,159900.0,159900.0,159900.0,160000.0,159000.0,169900.0,159900.0,164444.0,165000.0,169900.0,172900.0,177700.0,179250.0
Crawford ,WI,139750.0,144900.0,149900.0,145900.0,143900.0,144500.0,144700.0,144900.0,142900.0,139900.0,139900.0,137250.0,139700.0,129900.0,129900.0,125000.0,132450.0,139500.0,135000.0,129700.0,131750.0,135000.0,135000.0,135000.0,148000.0,142000.0,142900.0,154500.0,149950.0,149700.0,149000.0,142900.0,139000.0,135000.0,138900.0,139900.0,134950.0,137000.0,139450.0,150900.0,153200.0,155900.0,149900.0,153900.0,149900.0,149900.0,149900.0,149900.0,156000.0,149900.0,157000.0,159900.0,156950.0,139900.0,139250.0,139500.0,145000.0,139900.0,134900.0,129900.0,129900.0,134900.0,129900.0,134900.0,134900.0,129900.0,130950.0,129950.0,129900.0,136000.0,135450.0,135450.0,139500.0,139500.0,139900.0,139900.0,144900.0,144900.0,153900.0,159900.0,154900.0,155000.0,154900.0,152000.0,152000.0,149900.0,147425.0,148175.0,149900.0,159700.0,157300.0,141200.0,139900.0,139900.0,139900.0,149900.0,149900.0,154900.0,149450.0,147950.0,159900.0,158700.0,156950.0,154900.0,159450.0,149900.0,149900.0,155000.0,149900.0,157000.0,159000.0,160000.0,163450.0,165400.0,159900.0,149900.0,149900.0
Kenosha ,WI,187585.0,185000.0,184950.0,182250.0,179900.0,179900.0,179920.0,182000.0,179900.0,179000.0,179000.0,172850.0,169900.0,169900.0,169000.0,169000.0,169900.0,169000.0,166950.0,165000.0,163900.0,159900.0,153000.0,149900.0,149000.0,146075.0,149900.0,152000.0,149900.0,149900.0,149000.0,147250.0,142900.0,144900.0,149900.0,143900.0,143400.0,144900.0,143900.0,147500.0,149900.0,159900.0,162150.0,162000.0,161950.0,160950.0,159900.0,149950.0,149900.0,149900.0,153250.0,159900.0,160000.0,159900.0,159950.0,160000.0,159900.0,157500.0,149900.0,149000.0,145900.0,149900.0,154900.0,156450.0,169900.0,169900.0,169900.0,169900.0,169900.0,168000.0,160000.0,159900.0,154900.0,156900.0,160000.0,167500.0,169949.5,174950.0,174900.0,174900.0,169900.0,169900.0,169900.0,174900.0,179000.0,175000.0,179450.0,179900.0,179900.0,189900.0,189000.0,185000.0,179900.0,179900.0,179900.0,182000.0,182500.0,187500.0,192500.0,200000.0,208950.0,206450.0,199900.0,200000.0,204700.0,200000.0,199900.0,214900.0,214500.0,219900.0,214900.0,225000.0,225000.0,234650.0,235000.0,229450.0,229900.0
